character,film,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
LANDO,EpisodeV,0.310757951,-0.071523838,0.056951615,-0.179737541,0.340404857,-0.109675719,-0.280902261,0.216366115,-0.082136762,0.019887628,-0.027454057,0.30316227,-0.217973463,0.109896421,0.288130669,0.243911859,0.17379648,-0.047632959,-0.059257708,-0.289771048,-0.177871277,0.185092246,0.000395872,0.063190877,0.344261982,-1.193685005,-0.319791239,0.014764951,0.476927768,-0.350975636,2.123016691,0.314284958,-0.299139498,0.024911799,0.033791651,0.064712309,0.046134373,-0.047535873,-0.091554386,-0.248656749,-0.127050009,0.089302083,-0.011273213,0.095582927,0.054483935,-0.03211726,0.00572227,-0.165753024,-0.079653619,0.162768909
LEIA,EpisodeV,0.232424522,0.016024712,0.114709609,-0.158173392,0.2795705,-0.12979936,-0.309349454,0.278228438,-0.202047647,0.056058627,-0.050400674,0.267069979,-0.233313975,0.091845195,0.304803837,0.206811071,0.280838911,-0.008421675,-0.068155159,-0.288764077,-0.198024107,0.205891454,0.131819776,0.044159489,0.514362876,-1.194018944,-0.362475487,0.033951156,0.476441367,-0.443127156,2.20976324,0.354177352,-0.196138651,-0.062263701,-0.122905038,-0.013616389,-0.001528003,-0.003570253,0.061142932,-0.171637241,-0.227760824,-0.031276813,0.048336982,0.130463626,0.129929975,-0.038089632,-0.065151297,-0.151207814,-0.046190911,0.144299711
LIEUTENANT,EpisodeV,0.162274987,0.257011911,-0.16161301,-0.335175801,0.358896665,-0.070499837,-0.549485773,0.200360745,-0.383974164,-0.427174464,-0.158595927,0.878525019,-0.266974345,-0.265874159,0.1411625,0.182110831,0.37567601,-0.33864212,-0.485905215,-0.267134244,0.067208169,0.519266635,-0.036499172,-0.061197998,0.609514177,-0.936199069,-0.345750825,-0.471099183,0.132745922,0.141686484,1.705522418,-0.079968069,-0.227511662,0.045239996,0.444203272,-0.125221834,0.321492493,-0.245404575,-0.236817991,-0.184356673,0.253696838,0.412908539,-0.175952483,-0.335429758,0.003539499,0.094620734,-0.167816699,-0.529974669,-0.127459079,0.487835839
LUKE,EpisodeV,0.157984163,0.076916222,0.124929096,-0.261888359,0.316947792,-0.149014785,-0.286915728,0.184087118,-0.253821894,0.117541525,-0.042070059,0.259284124,-0.259220821,0.149760414,0.353538476,0.348316367,0.243352493,-0.103345344,-0.03230654,-0.281956764,-0.219380462,0.285048577,0.127039996,0.098953739,0.42378625,-1.16464686,-0.386217541,0.084343558,0.41640509,-0.426312182,2.167024473,0.347173463,-0.243133131,-0.022367996,0.012709041,0.014511682,0.098103912,-0.073186191,0.082045973,-0.218921356,-0.166248859,0.123869244,-0.075429014,0.117374171,0.121962442,-0.049286986,0.097815606,-0.13941803,-0.091118114,0.192212357
NEEDA,EpisodeV,0.449354392,-0.145888823,0.278230804,-0.20136027,0.30197285,0.04405058,-0.275803586,0.199598739,0.047905919,-0.281845073,0.070363527,0.027165473,-0.274248713,0.02819127,0.076306394,0.283307405,-0.027635466,-0.052567559,-0.562520367,-0.310743088,0.076995704,0.108232266,0.030960133,-0.100030696,0.181674459,-1.311968684,-0.125471866,0.078454609,0.458859569,-0.161420844,2.448446298,0.051466012,-0.242495244,-0.304053846,0.121500344,0.194433656,0.227114156,-0.090357562,-0.162239242,-0.11069961,-0.061803323,0.04318254,0.01818134,0.00882911,0.02504337,-0.03018964,0.068792488,-0.16645901,-0.009885956,-0.158017498
OFFICER,EpisodeV,0.766865015,0.031865001,-0.301061004,-0.613274992,-0.227035016,-0.719829977,-0.660640001,0.735480011,-0.370965511,-0.395164996,-0.467840016,-0.480719984,0.011629999,-0.024664998,0.093365014,0.469039977,-0.034639992,-0.541365027,-0.302337497,-0.268222004,0.742729962,-0.019402901,-0.08030498,-0.223587498,-0.009762499,-0.886700034,0.027824998,-0.210947499,0.632150054,0.237949997,2.575700045,0.395193011,-0.981204987,-0.196467489,-0.0286669,-0.255989015,-0.383385003,0.002429999,-0.168754995,-0.158123046,-0.656669974,-0.564440012,-0.059059002,0.077797994,0.437830031,-0.242823482,0.507245004,-0.149179995,-0.466594994,0.026516501
OZZEL,EpisodeV,0.370484358,-0.105148779,0.037875371,-0.122103679,0.372615165,-0.075236304,-0.343905196,0.284782264,-0.157047829,-0.169383322,-0.068944606,0.384323546,-0.323410603,-0.00042297,0.257376188,0.044455661,0.374355629,-0.176020038,-0.553294772,-0.244551359,-0.129873224,0.134900168,0.132598609,0.074529502,0.199653167,-1.109515238,-0.251466085,-0.151728612,0.325400116,-0.195604313,1.986556458,0.097883698,-0.304392099,-0.122565178,0.100815706,0.025150429,0.039391665,-0.227366824,-0.156255236,-0.233887267,-0.013888979,0.034777088,0.117037631,0.074873459,-0.07163447,0.089046687,-0.109259184,-0.118776512,0.012438325,-0.092198662
PIETT,EpisodeV,0.337897998,-0.063273255,-0.074335499,-0.321139854,0.809515397,-0.212233049,-0.023581297,0.119678804,-0.110149822,-0.278392944,-0.152585646,0.695765687,-0.174298115,-0.262943464,0.086770812,0.153342886,0.22290156,-0.128061264,-0.473750528,-0.274574458,-0.035960458,0.127995561,0.17455233,-0.024414131,0.389625217,-1.184514802,-0.465167241,-0.221415157,0.106883874,-0.116031082,1.773538739,0.04239187,-0.356130212,-0.12540412,0.20003487,-0.042717031,0.201170368,-0.323163226,-0.24472771,-0.333176038,0.128202417,0.235681051,-0.345843301,-0.086416013,-0.069840912,0.225990522,-0.113853482,-0.476344587,0.11409988,0.069807553
PILOT,EpisodeV,-0.503069997,-0.342750013,0.749880016,-0.124540001,0.852400005,-0.462949991,0.457340002,-1.055600047,-1.182700038,-0.14756,-0.305799991,0.95818001,0.660619974,0.488380015,-0.647119999,-0.418650001,-0.059413001,-1.057600021,-1.266899943,-0.261750013,0.064406,-2.731800079,0.430449992,0.309309989,0.176259995,0.159240007,-0.132699996,-0.15196,0.808229983,-0.010104,1.092399955,-0.321449995,0.303290009,0.115719996,0.686749995,-0.234569997,-0.159710005,-0.242200002,-1.058799982,0.893949986,0.403539985,0.042328,-0.427219987,1.729699969,-2.108999968,-0.038717002,1.703400016,1.170400023,0.866699994,-0.580579996
PILOTS,EpisodeV,-0.060020007,-0.435120016,-0.082598999,-0.403200001,0.613359988,-0.068405002,-0.110089995,0.30311501,-0.201130003,-0.0097425,0.270029992,0.436075002,-0.737399995,0.348749012,0.364259988,0.639204979,0.353709996,-0.139040023,0.231363997,-0.350699991,-0.852580011,0.424899995,0.172295004,0.263370991,0.720554948,-1.401080012,-0.210749984,0.62409997,0.638864994,-0.930220008,2.237030029,0.695119977,-0.391324997,0.583319962,-0.431039989,-0.434560478,0.60610503,0.168085009,0.322764993,-0.144014999,-0.043389998,-0.086144999,-0.180329993,0.562505007,-0.555894971,-0.058850449,-0.093113497,0.087159999,0.189187005,0.539526522
RIEEKAN,EpisodeV,0.350772406,0.103163627,0.127973277,-0.120544543,0.131627239,-0.304374339,-0.485353119,0.312765377,0.103907591,-0.095860124,-0.018838295,-0.044472342,-0.088997093,0.244896362,0.181053417,-0.0380008,0.100131721,-0.03507583,-0.494173343,-0.276042784,0.077452637,0.159581146,-0.015826277,0.035524552,0.279435987,-0.991010268,-0.138369479,-0.029467052,0.421395408,-0.231118537,2.453579187,0.256298224,-0.211960158,-0.184070652,0.097665222,0.12072684,0.281517785,-0.147410183,-0.298788441,-0.041066376,-0.159127586,-0.077878879,0.101163278,-0.161687593,-0.017434993,-0.067738233,0.016180194,-0.052686234,-0.163332457,0.178041848
THREEPIO,EpisodeV,0.233602453,0.173584979,0.095989706,-0.280216427,0.298249547,-0.167761141,-0.177054428,0.213192816,-0.251001433,0.103582437,-0.13739733,0.425475718,-0.24454625,0.060164032,0.336634839,0.325281228,0.210156195,-0.049397015,-0.05977056,-0.270574604,-0.156798704,0.243760337,0.205588603,0.086436774,0.530003673,-1.278934734,-0.519931536,0.064677648,0.443711735,-0.306495447,2.084367292,0.275104432,-0.22644832,-0.034304475,0.07624978,-0.111854647,0.155071857,-0.011120768,0.02547205,-0.210871773,-0.124343665,0.085608579,0.016303349,0.165983716,0.142256298,0.079391319,-0.045997311,-0.078685601,0.053954855,0.286836247
VADER,EpisodeV,0.370190528,0.020308739,0.092418535,-0.191863122,0.431897578,-0.041024325,-0.270657462,0.260909286,-0.175481204,-0.106592813,0.102295041,0.368364063,-0.260774889,-0.014599868,0.240126364,0.175445636,0.141379806,0.015763527,-0.254375935,-0.16503314,-0.176825291,0.229056404,0.024973375,-0.109001924,0.336871022,-1.296031253,-0.291835623,-0.191049902,0.32000872,-0.112022381,2.161438225,0.129291968,-0.354045028,-0.1987959,0.084664971,0.061360975,0.03873197,-0.054918683,-0.122358227,-0.213203919,-0.115398528,0.023201481,0.055538014,-0.068815639,0.030048,0.059751668,-0.123472814,-0.134272618,-0.16203915,0.05904886
VEERS,EpisodeV,0.385815723,-0.025485529,0.442954257,-0.122729718,0.391183583,-0.093392642,0.026512773,0.244378753,-0.059811866,0.01920157,0.008419829,0.053564236,-0.172163055,-0.112356837,-0.014937001,0.250628117,0.240814803,0.127752288,-0.510489888,-0.539481142,0.035605389,-0.027570654,0.028286605,-0.133554939,0.252193332,-1.152732193,-0.123486043,-0.030738696,0.428281346,0.126166704,2.338825226,0.254769783,-0.26770185,-0.26643686,0.15513507,-0.020646232,0.149894418,-0.063761516,-0.10759024,-0.117073271,-0.017827337,0.117875934,-0.19860233,0.029392284,-0.189188658,0.16086404,-0.115285107,-0.151036753,-0.016815545,0.010277088
WEDGE,EpisodeV,0.181990525,-0.082055608,0.442207333,-0.157341259,0.302179081,-0.017454366,-0.396199559,0.127484055,-0.133534343,0.122250077,0.024521643,0.139845009,-0.41467996,0.356296043,0.056284243,0.070811411,0.137639004,-0.042856382,-0.282750523,-0.164155314,-0.187871667,0.142862979,0.106679293,0.027598764,0.239437072,-1.22850541,-0.087081602,-0.029437274,0.290874921,-0.448859777,2.00483375,0.198324929,-0.452134338,0.107314857,0.049101431,0.105538212,0.145411299,0.141079149,0.057196497,-0.048851186,0.083060354,0.213505254,-0.220607566,0.027760057,-0.055566077,-0.054933808,0.064705621,-0.174728503,-0.055393012,-0.021829128
YODA,EpisodeV,0.29004709,0.080655192,0.108091999,-0.241829835,0.337353231,-0.123669233,-0.131001398,0.159868243,-0.179303676,0.058933422,-0.039459102,0.294971676,-0.340267167,0.100858806,0.352306097,0.400632048,0.311297805,-0.077480799,0.005782703,-0.433414724,-0.130423348,0.210175167,0.16361809,0.031951272,0.269159983,-1.384864178,-0.36640615,-0.128255283,0.43554232,-0.246378703,2.583103854,0.431715825,-0.538573883,-0.274416957,0.010661577,-0.038148063,0.030788178,0.026372751,-0.026984433,-0.311375046,-0.226548476,-0.032974074,0.132924179,0.166085402,0.123005719,0.154988199,0.000301049,0.007859365,-0.100272262,0.219742231
ZEV,EpisodeV,0.251522412,0.082956026,0.191029387,-0.15642288,0.280828055,-0.16353288,-0.263051075,0.252829577,-0.362695637,0.036529592,-0.12933272,-0.186733782,-0.481802558,0.084148843,0.298295747,-0.044221473,0.164129305,-0.045119585,-0.328535366,-0.193576577,-0.162353652,0.250618782,0.370226291,0.031880146,0.037076068,-1.251666228,-0.412568825,0.03116324,0.105649818,-0.115604671,2.696947316,-0.038392374,-0.246331623,-0.036115161,0.101091313,0.04256711,0.073473942,-0.02144317,0.070291795,-0.071712919,-0.23497329,0.161509905,-0.104113425,-0.06732144,0.017551004,-0.030238391,-0.084712282,-0.230296557,-0.204733076,-0.206107813
BARTENDER,EpisodeIV,0.041444177,-0.333189825,0.103415484,-0.201800004,0.057227492,-0.582245001,0.051430821,0.05698666,-0.258356333,0.289644162,0.011487504,0.2209135,0.137394756,0.35931623,-0.034265925,0.065186652,0.058674837,0.366356471,-0.05140533,-0.198012074,-0.115429156,-0.021254167,0.123002825,0.287326731,0.04471416,-0.898232987,-0.346792668,-0.015137501,0.48823261,-0.649204999,1.720998406,0.217165828,-0.440513661,-0.247645001,-0.146522,0.434877497,-0.04106833,-0.215086112,0.122278548,-0.227676173,0.059888077,-0.015222002,-0.204518902,0.471888343,0.255574591,-0.052506837,0.415046655,-0.161659668,-0.142612919,0.090479175
BEN,EpisodeIV,0.335881315,0.036977172,0.109359265,-0.250957624,0.432100061,-0.074764856,-0.308986554,0.119289998,-0.142342858,-0.027935744,-0.005045869,0.294561853,-0.235559796,0.094028414,0.260289982,0.246034146,0.184473552,0.007763147,-0.248426946,-0.338174365,-0.131222978,0.222796539,0.026596662,0.057339519,0.307154994,-1.317738093,-0.363395041,-0.082775794,0.45067043,-0.241512751,2.396722267,0.272251709,-0.266495263,-0.181484929,0.060198922,0.035176056,-0.03404432,-0.035306802,-0.080981255,-0.271289787,-0.115347964,0.036975538,0.112212639,0.17111816,0.049509373,0.068104786,0.014448111,-0.169998042,-0.134819966,0.132080818
BERU,EpisodeIV,-0.25525263,-0.065144621,-0.212623745,-0.328247458,0.658287466,-0.14731662,-0.418947458,0.272493511,-0.23855336,0.106472,-0.014700001,0.508303583,-0.163016513,-0.019243881,0.435961485,0.017679982,0.188060015,-0.027699566,-0.000875996,-0.131854981,-0.419807464,0.704627514,0.077896245,0.523555458,0.729566216,-1.116003275,0.060230985,0.073813878,-0.036354996,-0.514151216,1.552299976,-0.1668275,0.035991624,-0.132747501,0.146170616,0.049657878,0.199081391,0.021507248,0.16854687,-0.357258767,0.40196979,0.499719232,-0.127398103,0.113311261,-0.094436258,0.133683756,0.267172754,0.065257497,-0.102082506,0.468282491
BIGGS,EpisodeIV,0.129058533,0.13819693,0.134061268,-0.293912561,0.452329735,-0.062365865,-0.535749575,0.230522507,-0.213305545,-0.129074652,-0.149164068,0.157937657,-0.391873158,0.190976528,0.344679318,0.297356925,0.249801218,-0.247283212,-0.341089891,-0.362879549,-0.213144564,0.270586777,0.101158094,0.07330378,0.37399307,-1.319105534,-0.179091604,0.098619307,0.435567149,-0.404593479,2.536874759,0.361019688,-0.250496275,-0.033559053,0.082587727,-0.009930891,0.076682861,0.013999245,0.11297082,-0.317214921,-0.196737575,0.11450969,-0.063929622,0.089160138,0.064511714,0.082630904,0.167757728,-0.216999333,-0.102982514,0.12130938
CAMIE,EpisodeIV,0.137757998,-0.286687493,0.322760008,-0.318382513,0.174179002,-0.015987486,-0.357137501,0.477102488,-0.156600248,0.313863501,-0.372405,-0.401469991,-0.348359991,-0.039902499,0.633687481,0.066379994,0.109434009,-0.076700509,-0.262720004,-0.242443517,-0.2383825,0.177457004,-0.247592997,0.234026998,0.309575006,-1.633032501,-0.353764988,0.020324245,0.668822497,-0.111094004,2.048787534,0.545180008,-0.050624996,-0.322902512,-0.191342503,0.015327498,-0.257334992,-0.542972744,0.296855003,-0.115745001,-0.682265013,0.208922505,-0.0263675,0.370461445,0.910147488,0.151254997,-0.030579753,0.278464518,0.065684997,-0.099618256
CAPTAIN,EpisodeIV,0.454308033,0.292944014,-0.157316014,-0.30327338,0.412079573,0.218317986,0.023047403,0.059698008,-0.07210099,-0.111389995,-0.016646009,0.111506,-0.058669794,0.08013761,0.187784001,0.327799201,0.245963007,-0.067634001,-0.007226193,-0.477126032,0.163167208,0.19333601,0.136328012,0.004932994,0.032165997,-1.429209948,-0.241673976,-0.080470003,0.425063998,-0.100633204,3.289000034,0.025829792,-0.744953454,-0.525913835,-0.060625799,0.166305989,0.144869879,-0.241003796,0.016424006,-0.048775192,-0.211094022,-0.233586594,0.161471009,0.295792013,0.089995205,0.119706795,-0.101814009,-0.136917993,-0.023237195,-0.261458009
CHIEF,EpisodeIV,0.074346593,-0.116143614,0.052746752,-0.090674456,0.413517594,-0.167613109,-0.288181804,0.180993535,-0.14462308,0.233160291,-0.1030888,0.209571943,-0.398499608,0.093756121,0.40632949,0.37541759,0.270250008,0.063944852,-0.125199899,-0.474556208,-0.240802616,0.225224376,0.034223786,0.370304756,0.535210457,-1.483779073,-0.488596871,0.27965004,0.714703947,-0.524215668,2.623259902,0.389920861,-0.187665223,0.128311232,0.028822667,-0.195590705,0.101495929,0.265944079,0.141823336,-0.583309889,0.042532804,0.028582075,0.055927217,0.192991424,-0.038393661,0.253451668,0.163790625,-0.082478849,0.20957405,0.554144502
COMMANDER,EpisodeIV,0.077151669,0.085689329,0.037290826,-0.279506788,0.535001248,0.128948972,-0.180051255,0.232447495,-0.437766746,0.125201672,-0.381983509,0.604160935,-0.202488338,-0.343371838,0.58794408,0.312585473,0.413863755,-0.144322318,-0.115264167,-0.633712083,-0.012873589,0.298728529,0.231246889,-0.109938409,0.642479201,-1.550782522,-0.597831368,-0.055155024,0.618290444,-0.179195416,2.187369108,0.13184042,-0.502231042,-0.248360415,-0.042641804,-0.265500382,0.132470826,-0.100473839,-0.048603414,-0.357617497,0.059837922,0.240917978,-0.165135408,0.170506825,0.009751084,0.134628132,-0.357056806,0.023432826,0.078742746,0.440507094
DEAK,EpisodeIV,-0.15997,0.379229993,-0.036834002,-0.330619991,0.276030004,-0.441379994,0.053978998,0.521080017,-0.568350017,0.182929993,-0.53779,0.492020011,-0.478630006,-0.066248,1.23269999,0.374659985,0.303579986,-0.321669996,0.313670009,-0.483850002,-0.487410009,0.33397001,0.26128,0.413500011,0.877460003,-1.317000031,-1.237400055,-0.23003,1.394999981,-0.754800022,1.628200054,1.327700019,-0.624920011,0.098366998,-0.603720009,0.186299995,-0.090388998,0.103950001,0.246189997,-0.475820005,-0.016838999,0.019605,0.41396001,0.254970014,0.42750001,0.822910011,0.038667999,-0.296629995,-0.137700006,0.368120015
DODONNA,EpisodeIV,0.484967572,-0.018468847,0.297567789,-0.030095256,0.239967707,0.081304709,-0.19870528,0.079826569,0.052592074,-0.169504208,0.165915425,-0.045474013,-0.205987201,0.185788659,-0.193877816,0.118868186,0.079298926,0.049240494,-0.633799732,-0.371723787,0.04111221,-0.097394194,-0.079179759,-0.180833434,-0.033051965,-1.31908978,-0.091632882,0.06255749,0.425022058,-0.027208544,2.69194452,0.053366165,-0.220036769,-0.142207659,0.168854351,0.083233465,0.10347361,0.000509367,-0.235126629,-0.028742944,0.038562943,0.02437432,0.202351343,-0.085806695,0.062005897,-0.064684715,0.005323145,-0.032669496,-0.095206201,-0.046097038
FIXER,EpisodeIV,0.213734806,-0.008687645,0.196088035,-0.235237584,0.273786962,0.013943654,-0.159072876,0.285730142,-0.216746673,0.270428903,-0.129719965,-0.017081991,-0.174224146,0.268814716,0.351477399,0.140872121,0.170313393,0.082864419,-0.380491562,-0.54012014,-0.155650385,0.400674397,0.017067586,0.111825611,0.514356583,-1.446747065,-0.496272594,0.178361035,0.468554497,-0.321359769,2.516542673,0.077796482,-0.097111966,-0.409652583,-0.107669372,0.037140341,0.204108223,-0.518460713,0.152735047,-0.046955824,-0.253446341,0.292165015,-0.143024802,0.165507585,0.366053608,0.156899534,-0.05614455,-0.190403156,-0.092606321,0.013025345
GREEDO,EpisodeIV,0.39084582,0.105320051,0.121947847,-0.206346713,0.371659604,-0.074049141,-0.601536284,0.228622245,-0.097172022,0.041599925,0.031423335,0.205306653,-0.253076874,0.14941745,0.508312891,0.157886021,0.146064363,-0.11845475,-0.441100168,-0.354992534,0.015441025,0.11509545,0.086301893,0.029551061,0.282599386,-1.433566312,-0.29084399,0.041032586,0.474748015,-0.420086809,2.600227118,0.214875934,-0.311348123,-0.031949058,0.171659881,-0.042618103,0.043056991,0.053564622,-0.002978239,-0.258403372,-0.200946058,0.003758071,0.178863485,0.030204719,0.056696188,-0.117762049,0.075163561,-0.127286112,-0.025188039,0.008191692
HAN,EpisodeIV,0.216155329,0.072926185,0.147285518,-0.206594061,0.342618923,-0.101071511,-0.393028794,0.170970557,-0.122762841,0.111723509,-0.149166239,0.205178251,-0.273146026,0.134076991,0.394882695,0.212737687,0.211723105,0.050677943,-0.149269197,-0.3917941,-0.126815743,0.281099304,0.145364174,0.11222953,0.414476666,-1.274135014,-0.414958839,0.118202365,0.536452951,-0.41742536,2.325063497,0.392967646,-0.24121417,0.006533491,0.037986875,-0.000668269,0.01071557,0.035049227,0.065875956,-0.296392228,-0.183731981,0.026783554,0.023025105,0.178557849,0.116034013,0.007655612,0.012917048,-0.150600875,0.008100903,0.179744165
HUMAN,EpisodeIV,0.479933033,0.068763634,0.451794128,-0.314481368,0.71699815,0.409227779,-0.204658513,0.347904084,-0.161849191,-0.212572677,-0.022134446,-0.206491468,0.007186922,0.048497441,0.711885174,-0.025896663,-0.061729039,0.029481373,-0.452377406,-0.166435152,-0.322816951,0.389796595,0.524142067,0.250580073,0.230899859,-1.527258515,-0.41818005,-0.174387176,0.35169814,-0.271715005,2.822088877,-0.119229444,-0.294532215,-0.233510887,0.23120518,0.246847037,0.483956824,-0.394754092,-0.075305179,-0.063709115,-0.230645408,0.087445925,0.324741364,0.105234077,0.274710377,-0.009758995,-0.449618906,-0.306915194,-0.017138795,-0.329300776
JABBA,EpisodeIV,0.20826266,0.128157524,0.189670622,-0.027352177,0.181416536,-0.179448259,-0.543824504,0.188506389,-0.044881345,0.169565111,0.037319961,0.050402703,-0.086925696,0.093285741,0.515968035,0.101697908,0.083484937,-0.163024064,-0.214336668,-0.354567255,0.137551418,0.053508621,0.142068648,-0.107225765,0.285516671,-1.088959376,-0.205799503,-0.132616803,0.178910304,-0.176418399,2.594353775,0.285232126,-0.083135925,0.110679048,0.128427956,-0.155407538,0.036066571,0.070650438,-0.064088289,-0.133822468,-0.309150225,0.098342576,0.162030029,-0.146587442,0.100904397,-0.140025218,-0.085979442,0.044462896,-0.17081617,0.080295201
LEIA,EpisodeIV,0.20908574,-0.027414197,0.20017119,-0.242693642,0.40729805,-0.085209701,-0.326110074,0.233031126,-0.10396168,-0.014680084,-0.16155696,0.283361267,-0.394427035,0.059785127,0.372823292,0.30763726,0.278861062,-0.203931262,-0.130897169,-0.312329074,-0.107919648,0.335075744,0.077208101,0.040605947,0.419715153,-1.348384493,-0.309492467,-0.067077018,0.428746511,-0.352443275,2.311453372,0.373563381,-0.25128341,-0.158401675,0.105587556,0.057337001,0.002836691,-0.072310307,0.032348297,-0.335917832,-0.203448558,0.156636739,0.039728251,0.126830934,0.072074153,0.034678109,0.092553718,-0.081664651,-0.00058679,0.105289184
LUKE,EpisodeIV,0.193843759,0.051847345,0.188005907,-0.26700172,0.401603197,-0.135675177,-0.400100335,0.175378179,-0.191883691,0.062240739,-0.13639501,0.218787282,-0.382302088,0.091070097,0.454964895,0.289704282,0.243422581,-0.075667611,-0.144642108,-0.368231581,-0.184060213,0.267883057,0.205921729,0.092192729,0.390910933,-1.418088189,-0.405349238,0.133653915,0.504278564,-0.455374151,2.506340371,0.351877271,-0.262896319,-0.042687886,0.003490068,-0.022802986,0.065828236,0.037848579,0.123675464,-0.269830595,-0.204797889,0.09898746,0.003170613,0.162564717,0.096587956,0.045451895,-0.023311736,-0.169874689,-0.014722983,0.151774228
MAN,EpisodeIV,0.855095983,-0.127976745,0.557804227,-0.317185491,0.152387515,-0.338587493,-0.553574979,0.440070003,0.074312747,-0.75526756,0.171074599,-0.428017497,-0.08383926,0.279402494,-0.048682503,-0.110495985,-0.416515052,0.422881782,-0.991474986,-0.204667494,0.1619775,0.573693216,0.119300254,0.239359796,-0.034517504,-1.652060151,-0.125340328,0.051634751,0.45183751,0.083985001,2.795475006,0.311447471,-0.441907495,-0.2126555,0.241870522,0.218624026,0.394167513,-0.339080751,-0.532009959,0.419952452,0.133901,0.284890145,0.410614997,-0.106359988,-0.234172523,-0.27606225,-0.508455038,-0.055392507,-0.244127989,-0.106056243
MOTTI,EpisodeIV,0.449036554,-0.119725974,0.199007821,-0.018375453,0.081952889,-0.178004295,-0.168993962,0.176299893,0.030787669,-0.114465183,0.215115789,0.20333385,-0.137534066,0.081952309,-0.167653898,0.123958606,-0.156287401,0.202989895,-0.327027204,0.012401126,0.045741963,0.125536524,-0.127505256,-0.022177231,0.104064332,-1.15832141,-0.314939372,-0.141212654,0.38457559,-0.036352002,1.993620485,-0.195439396,-0.396940589,-0.605541475,0.117103876,0.257116567,0.106538985,-0.25685931,-0.269939424,-0.049513265,0.038285078,-0.138656457,0.03992646,0.047655545,-0.248373214,-0.003565529,0.006202275,-0.08458106,-0.056329297,-0.130805727
OFFICER,EpisodeIV,0.450037051,-0.016064811,0.294137063,-0.176646241,0.160564573,-0.073969062,-0.559435904,0.237373911,-0.028595688,-0.389947364,-0.021481691,0.206421367,-0.135413032,0.037060351,0.126975101,0.275205863,0.065416201,-0.001086905,-0.408773881,-0.541001905,0.206192368,0.210715184,0.111730932,0.008147545,0.23289449,-1.187292367,-0.142795317,0.029724973,0.270292055,-0.108876482,2.305034096,0.183378765,-0.288449107,-0.338891963,0.159479711,-0.030836972,0.342793483,-0.120473246,-0.120782335,-0.056831522,0.033575058,0.030295115,0.069794163,0.136417133,-0.102253178,0.073034674,-0.337359324,0.004747893,0.071740354,0.074280249
OWEN,EpisodeIV,0.141960693,0.069906691,0.113156134,-0.209127859,0.352355293,-0.157170067,-0.371480468,0.082346989,-0.206726165,0.053617162,-0.089878642,0.175910543,-0.322834006,0.027235885,0.486183142,0.314623857,0.184540208,0.027735495,-0.130241618,-0.337805536,-0.19952659,0.25290705,0.2109338,0.158912524,0.349851889,-1.198244646,-0.312495403,0.036603497,0.401845901,-0.472602503,2.420282025,0.414152139,-0.288879461,-0.072025959,0.068365541,-0.069485335,0.167951075,0.018967446,0.144924333,-0.264283759,-0.181273268,0.012922476,-0.040331413,0.151901291,0.085181888,0.189290273,0.075374325,-0.032140434,-0.144611688,0.337739139
PORKINS,EpisodeIV,-0.081590004,0.623049974,0.01732301,-0.002079,0.739253342,0.157039687,-0.626287639,-0.078290008,-0.17961967,-0.776179969,-0.267446667,-0.32446,-0.265063316,0.40770331,0.187917337,-0.367556334,-0.145199999,-0.109886996,-0.679919958,-0.695529997,-0.413898677,-0.035009991,0.408580035,-0.377883315,-0.475533336,-1.205713391,0.156243339,0.509956658,-0.012399991,-0.382573336,3.12740016,0.362153322,-0.175161347,0.211886659,0.111993335,0.369670004,0.213238001,-0.053836659,-0.190178335,-0.112356335,-0.409766674,-0.053816665,0.015316665,0.019050023,0.27212432,-0.102915674,-0.376483321,-0.463200659,-0.222936675,-0.715786636
TAGGE,EpisodeIV,0.541603748,-0.197261056,0.236190677,-0.133466648,0.093921501,-0.094201534,0.013371347,0.207807515,-0.065390065,-0.165408704,0.08434494,0.067308795,-0.219443963,-0.092506783,-0.07764673,0.303298198,0.080547879,-0.035648473,0.04265383,-0.272902049,0.019680254,-0.074835033,-0.07029693,-0.23536751,0.038811045,-1.413967729,-0.199254784,-0.242919743,0.326260387,0.229547191,2.739545405,0.182197671,-0.527090646,-0.416839931,-0.048333966,0.026127007,-0.121835818,0.014537078,-0.355139155,-0.232296713,-0.212137368,-0.118199035,0.102458719,0.077992229,-0.109283147,-0.073805833,-0.157833524,0.095249595,-0.161522421,-0.065252782
TARKIN,EpisodeIV,0.319969305,-0.00177907,0.203576192,-0.234346425,0.32553374,-0.013639023,-0.216087389,0.207201363,-0.196461343,0.009184485,-0.049690662,0.139360505,-0.213115649,-0.017529786,0.354464707,0.331921392,0.157234332,-0.081191595,-0.123350416,-0.29572809,-0.113388313,0.256919947,0.200549744,0.074902129,0.284746166,-1.372977436,-0.324512165,0.033160767,0.427163133,-0.255335635,2.417440014,0.281901105,-0.462600147,-0.208739171,-0.02492096,-0.131649708,0.160571242,-0.131547143,-0.12342017,-0.308440027,-0.111738293,-0.003472469,0.039620085,0.078275607,-0.070416028,0.048968643,-0.147487482,-0.026896819,-0.025259196,0.140013156
